10506,340,X-180
10507,264,M2
10508,784,87
10509,336-P2,M3
10510,430,404
10511,301,368
10512,322,20
10513,264,263
10514,94,392
10515,173-P2,402
10516,88,421
10517,22-P2,329
10518,1,164
10519,779,87
10520,204,329
10521,336-P2,158
10522,173,241
10523,204,329
10524,301,368
10525,95,402
10526,D-222,241
10527,221,87
10528,344,421
10529,322,241
10530,779,421
10531,214,430
10532,340,M5
10533,784,329
10534,94,430
10535,2-P2,241
10536,264,394
10537,334,20
10538,235,158
10539,88,158
10540,58-P2,158
10541,784,421
10542,527,430
10543,301,430
10544,22-P2,266
10546,88,88
10547,301,241
10548,779,87
10549,10,266
10550,344,191
10551,531,158
10552,173-P2,421
10553,334,430
10554,214,430
10555,430,87
10556,243,404
10557,22-P2,421
10558,784,191
10559,527,158
10560,2-P2,368
10561,221,392
10562,322,430
10563,D-222,430
10564,214,430
10565,95,243
10566,88,426
10567,10,266
10568,344,X-180
10569,94,430
10570,22-P2,421
10571,344,421
10572,301,331
10573,1,191
10574,214,421
10575,88,426
10576,2-P2,241
10577,mum.1,430
10578,784,87
10579,336-P2,87
10580,235,164
10581,301,329
10582,mum.1,421
10583,531,402
10584,2-P2,241
10585,336-P2,87
10586,221,421
10587,531,243
10588,94,430
10589,D-222,421
10590,95,322-M2
10591,88,421
10592,204,X-180
10593,173,329
10594,243,430
10595,58-P2,329
10596,94,430
10597,784,329
10598,173-P2,421
10601,58-P2,158
10602,221,164
10603,340,20
10604,204,126
10605,527,421
10606,340,191
10607,88,426
10608,94,20
10609,336-P2,87
10610,173-P2,191
10611,301,164
10612,204,430
10613,527,430
10614,221,164
10615,264,M2
10616,173,87
10617,243,402
10618,D-222,404
10619,58-P2,243
10620,322,430
10621,336-P2,20
10622,235,235
10623,779,421
10624,531,426
10625,340,402
10626,2-P2,241
10627,1,266
10628,402,191
10629,235,235
10630,204,126
10631,95,158
10632,779,402
10633,95,329
10634,1,20
10635,94,X-180
10636,D-222,430
10637,2-P2,421
10638,22-P2,87
10639,340,164
10640,334,X-180
10641,204,430
10642,235,426
10643,243,421
10644,784,164
10645,235,191
10646,344,X-180
10647,2-P2,X-180
10648,340,421
10649,334,20
10650,336-P2,402
10651,214,X-180
10652,221,87
10653,22-P2,158
10654,322,402
10655,344,392
10656,D-222,421
10657,779,421
10658,235,241
10659,322,20
10660,94,368
10661,22-P2,444
10662,1,164
10663,779,402
10664,22-P2,444
10665,334,158
10666,301,368
10667,336-P2,421
10668,531,430
10669,2-P2,158
10670,322,421
10672,58-P2,164
10673,779,421
10674,94,368
10675,243,421
10676,340,266
10677,334,20
10678,D-222,241
10679,301,421
10680,173-P2,X-180
10681,22-P2,87
10682,221,329
10683,88,X-180
10684,2-P2,126
10685,10,191
10686,1,426
10687,95,404
10688,264,0
10689,784,243
10690,204,430
10691,214,421
10692,344,421
10693,527,126
10694,173,404
10695,221,329
10696,88,191
10697,344,M6
10698,264,164
10699,264,164
10700,58-P2,20
10701,784,158
10702,531,368
10703,334,402
10704,204,20
10705,95,430
10706,1,87
10707,10,243
10708,301,421
10709,243,430
10710,527,158
10711,527,20
10712,779,243
10713,340,404
10714,D-222,158
10715,214,191
10716,58-P2,87
10717,204,430
10718,2-P2,87
10719,10,164
10720,235,191
10721,95,241
10722,221,444
10723,94,368
10724,334,164
10725,322,392
10726,430,430
10727,779,430
10728,94,404
10729,2-P2,421
10730,173-P2,426
10731,235,235
10732,204,368
10733,1,X-180
10734,235,329
10735,10,426
10736,243,426
10737,94,164
10738,10,402
10739,95,430
10740,235,444
10741,58-P2,426
10742,22-P2,164
10743,88,402
10744,2-P2,243
10745,2-P2,243
10746,322,368
10747,204,430
10748,779,368
10749,D-222,158
10750,784,243
10751,1,191
10752,344,444
10753,784,444
10754,22-P2,164
10755,344,87
10756,94,426
10757,336-P2,87
10758,340,430
10759,173,164
10760,322,392
10761,0,426
10762,22-P2,402
10763,344,20
10764,531,421
10765,173-P2,191
10766,1,191
10767,243,329
10768,204,444
10769,779,329
10770,95,243
10771,527,281
10772,243,421
10773,531,402
10774,221,421
10775,301,191
10776,173-P2,402
10777,221,444
10778,264,263
10779,784,M3
10780,301,191
10781,1,266
10782,173,421
10783,531,426
10784,235,164
10785,58-P2,243
10786,22-P2,158
10787,0,0
10788,58-P2,430
10789,430,402
10790,340,421
10791,95,20
10792,527,421
10793,mum.1,368
10794,204,126
10795,344,87
10796,204,444
10797,784,402
10798,88,421
10799,334,421
10800,243,281
10801,58-P2,281
10802,10,426
10803,322,404
10804,214,329
10805,340,368
10806,88,158
10807,173-P2,392
10808,D-222,191
10809,214,158
10810,243,430
10811,0,402
10812,531,20
10813,D-222,329
10814,58-P2,426
10815,88,404
10816,301,331
10817,340,426
10818,322,87
10819,95,430
10820,322,430
10821,301,329
10822,243,281
10823,336-P2,426
10824,784,266
10825,D-222,421
10826,340,421
10827,2-P2,158
10828,214,421
10829,2-P2,87
10830,336-P2,20
10831,340,426
10832,173,402
10833,88,421
10834,22-P2,402
10835,243,392
10836,334,87
10837,95,430
10838,527,158
10839,94,421
10840,301,430
10841,221,243
10842,D-222,368
10843,214,430
10844,1,329
10845,235,404
10846,mum.1,158
10847,214,404
10848,779,158
10849,784,M3
10850,344,421
10851,10,402
10852,1,87
10853,531,158
10854,94,368
10855,264,394
10856,58-P2,X-180
10857,344,392
10858,301,X-180
10859,1,421
10860,204,402
10861,22-P2,402
10862,779,421
10863,264,165
10864,336-P2,430
10865,779,164
10866,235,158
10867,334,329
10868,10,430
10869,340,368
10870,1,X-180
10871,95,164
10872,173-P2,20
10873,94,329
10874,221,X-180
10875,173-P2,421
10876,527,X-180
10877,94,20
10878,430,402
10879,58-P2,329
10880,88,368
10881,22-P2,164
10882,784,426
10883,340,421
10884,22-P2,164
10885,527,421
10886,0,421
10887,95,191
10888,334,87
10889,527,20
10890,22-P2,20
10891,204,430
10892,88,X-180
10893,94,392
10894,22-P2,281
10895,88,444
10896,344,266
10897,D-222,158
10898,340,20
10899,235,430
10900,173,421
10901,527,20
10902,334,87
10903,784,402
10904,1,430
10905,336-P2,421
10906,301,158
10907,334,430
10908,58-P2,430
10909,264,M2
10910,95,158
10911,784,158
10912,10,243
10913,214,430
10914,10,368
10915,95,368
10916,784,421
10917,214,421
10918,301,158
10919,243,430
10920,173,404
10921,531,421
10922,D-222,87
10923,0,421
10924,527,426
10925,322,404
10926,340,402
10927,88,430
10928,94,430
10929,204,X-180
10930,344,421
10931,779,402
10932,173-P2,M3
10933,58-P2,402
10934,784,87
10935,221,404
10936,22-P2,404
10937,531,426
10938,336-P2,87
10939,173-P2,X-180
10940,D-222,158
10941,430,329
10942,243,87
10943,301,331
10944,2-P2,241
10945,784,404
10946,1,329
10947,22-P2,430
10948,204,329
10949,334,402
10950,527,430
10951,235,421
10952,10,158
10953,322,426
10954,336-P2,X-180
10955,D-222,87
10956,336-P2,421
10957,779,158
10958,340,392
10959,264,M1
10960,58-P2,87
10961,334,421
10962,243,281
10963,214,421
10964,88,121
10965,214,421
10966,779,421
10967,779,243
10968,D-222,421
10969,243,368
10970,527,421
10971,58-P2,X-180
10972,235,421
10973,88,444
10974,204,158
10975,527,402
10976,58-P2,430
10977,D-222,421
10978,1,402
10979,334,158
10980,204,329
10981,95,243
10982,784,426
10983,235,87
10984,2-P2,158
10985,301,126
10986,2-P2,402
10987,214,392
10988,322,430
10989,301,126
10990,344,392
10991,1,164
10992,527,87
10993,336-P2,430
10994,235,430
10995,779,87
10996,58-P2,402
10997,88,426
10998,88,426
10999,88,191
11000,1,241
11001,264,165
11002,336-P2,20
11003,95,20
11004,243,426
11005,22-P2,421
11006,214,430
11007,430,421
11008,221,421
11009,0,0
11010,779,158
11011,334,87
11012,784,404
11013,2-P2,444
11014,784,430
11015,221,421
11016,334,191
11017,527,158
11018,0,87
11019,243,243
11020,10,402
11021,95,430
11022,10,158
11023,221,392
11024,334,402
11025,322,243
11026,10,402
11027,784,402
11028,214,87
11029,784,191
11030,88,191
11031,2-P2,87
11032,336-P2,421
11033,0,404
11034,264,M4.2
11035,10,M5
11036,204,87
11037,0,20
11038,221,281
11039,214,444
11040,D-222,158
11041,784,191
11042,344,158
11043,340,430
11044,1,158
11045,334,164
11046,10,430
11047,340,392
11048,204,191
11049,784,421
11050,235,20
11051,243,430
11052,221,158
11053,173-P2,158
11054,95,191
11055,D-222,421
11056,2-P2,426
11057,58-P2,243
11058,334,421
11059,779,392
11060,94,392
11061,336-P2,191
11062,10,329
11063,221,402
11064,22-P2,158
11065,264,351
11066,344,20
11067,527,158
11068,235,191
11069,1,421
11070,336-P2,158
11071,22-P2,368
11072,779,87
11073,88,430
11074,95,241
11075,344,87
11076,1,20
11077,527,329
11078,204,158
11079,214,243
11080,0,0
11081,336-P2,87
11082,D-222,191
11083,779,87
11084,527,158
11085,264,165
11086,2-P2,121
11087,22-P2,329
11088,336-P2,402
11089,264,411
11090,334,241
11091,10,421
11092,22-P2,430
11093,2-P2,402
11094,1,426
11095,243,421
11096,10,20
11097,322,430
11098,322,158
11099,88,158
11100,173-P2,20
11101,1,329
11102,D-222,X-180
11103,235,430
11104,58-P2,241
11105,22-P2,126
11106,88,392
11107,344,444
11108,214,243
11109,784,266
11110,1,191
11111,784,87
11112,779,191
11113,94,266
11114,D-222,158
11115,0,158
11116,336-P2,281
11117,173-P2,243
11118,264,M1
11119,334,402
11120,204,430
11121,D-222,158
11122,173-P2,402
11123,1,241
11124,784,426
11125,334,430
11126,243,87
11127,22-P2,430
11128,221,421
11129,336-P2,444
11130,204,87
11131,95,430
11132,1,426
11133,221,164
11134,340,191
11135,94,87
11136,58-P2,266
11137,243,191
11138,340,158
11139,214,404
11140,58-P2,421
11142,527,X-180
11143,221,402
11144,779,241
11145,784,158
11146,322,243
11147,94,426
11148,334,X-180
11149,22-P2,430
11150,235,430
11151,322,402
11152,344,421
11153,214,444
11154,264,M1
11155,784,158
11156,322,158
11157,10,421
11158,214,243
11159,94,430
11160,22-P2,421
11161,2-P2,87
11162,95,430
11163,336-P2,164
11164,243,87
11165,204,402
11166,221,421
11167,204,430
11168,322,430
11169,334,158
11170,527,426
11171,527,430
11172,334,158
11173,58-P2,158
11174,336-P2,329
11175,D-222,266
11176,221,M3
11177,88,444
11178,344,430
11179,95,158
11180,221,M3
11181,322,164
11182,88,87
11183,58-P2,421
11184,88,20
11185,94,430
11186,235,243
11187,340,87
11188,D-222,158
11189,340,158
11190,340,430
11191,173-P2,87
11192,336-P2,M3
11193,1,426
11194,2-P2,126
11195,527,126
11196,784,87
11197,204,266
11198,94,430
11199,243,392
11200,22-P2,87
11201,88,241
11202,2-P2,430
11203,204,158
11204,214,444
11205,527,421
11206,340,20
11207,779,430
11208,58-P2,329
11209,221,392
11210,88,430
11211,527,404
11212,334,191
11213,58-P2,444
11214,430,20
11215,95,430
11216,334,191
11217,204,158
11218,340,164
11219,214,421
11220,243,402
11221,221,368
11222,1,404
11223,527,404
11224,22-P2,20
11225,264,394
11226,10,430
11227,22-P2,191
11228,344,392
11229,243,281
11230,779,426
11231,94,164
11232,784,421
11233,1,404
11234,344,426
11235,22-P2,87
11236,779,444
11237,214,430
11238,204,402
11239,334,241
11240,173-P2,421
11241,204,126
11242,235,191
11243,58-P2,191
11244,2-P2,430
11245,214,421
11246,95,368
11247,221,20
11248,94,368
11249,336-P2,392
11250,779,241
11251,344,368
11252,779,191
11253,784,87
11254,1,158
11255,235,191
11256,340,329
11257,264,M4
11258,2-P2,87
11259,94,241
11260,58-P2,368
11261,2-P2,241
11262,340,158
11263,214,87
11264,779,368
11265,264,165
11266,173-P2,402
11267,221,20
11268,322,191
11269,527,126
11270,1,404
11271,322,329
11272,88,20
11273,173,430
11274,214,126
11275,344,158
11276,95,158
11277,94,426
11278,10,87
11279,58-P2,20
11280,784,87
11281,322,87
11282,94,191
11283,527,87
11284,334,243
11285,58-P2,368
11286,173-P2,426
11287,88,87
11288,2-P2,191
11289,243,430
11290,94,20
11291,221,430
11292,527,402
11293,D-222,368
11294,243,430
11295,527,402
11296,173,158
11297,204,402
11298,336-P2,426
11299,95,158
11300,784,444
11301,235,392
11302,779,421
11303,322,421
11304,D-222,243
11305,235,235
11306,204,158
11307,0,0
11308,221,421
11309,243,20
11310,D-222,430
11311,58-P2,402
11312,2-P2,241
11313,1,426
11314,779,402
11315,264,263
11316,527,191
11317,58-P2,158
11318,243,281
11319,243,87
11320,D-222,158
11321,88,421
11322,334,87
11323,336-P2,158
11324,340,329
11325,204,158
11326,322,266
11327,784,164
11328,mum.3,X-180
11329,334,430
11330,235,404
11331,D-222,243
11332,779,158
11333,58-P2,404
11334,58-P2,404
11335,235,126
11336,173,444
11337,779,158
11338,D-222,426
11339,340,421
11340,204,158
11341,2-P2,430
11342,334,158
11343,22-P2,444
11344,2-P2,121
11345,336-P2,430
11346,10,430
11347,344,404
11348,527,87
11349,264,263
11350,322,266
11351,322,430
11352,214,392
11353,340,87
11354,344,430
11355,22-P2,329
11356,235,164
11357,2-P2,329
11358,430,87
11359,204,430
11360,22-P2,158
11362,336-P2,158
11363,264,164
11364,243,421
11365,264,148
11366,334,426
11367,1,191
11368,95,20
11369,779,426
11370,340,421
11371,58-P2,430
11372,243,444
11373,779,404
11374,D-222,421
11375,2-P2,87
11376,D-222,426
11377,322,430
11378,173,404
11379,340,158
11380,779,281
11381,344,20
11382,527,430
11383,221,402
11384,1,X-180
11385,214,329
11387,784,191
11388,235,329
11389,173-P2,87
11390,94,241
11391,10,421
11392,322,402
11393,221,243
11394,22-P2,329
11395,94,426
11396,10,404
11397,784,87
11398,22-P2,243
11399,94,X-180
11400,336-P2,426
11401,344,20
11402,88,158
11403,10,87
11404,214,243
11405,336-P2,430
11406,94,329
11407,2-P2,430
11408,10,426
11409,784,392
11411,94,430
11412,10,266
11413,95,20
11415,88,87
11417,204,204
11418,95,87
11419,527,191
11420,344,164
11421,88,87
11422,10,404
11423,336-P2,392
11424,10,430
11425,94,20
11426,94,368
11427,334,421
11428,344,368
11429,1,368
11430,204,329
11431,784,191
11432,336-P2,392
11433,344,402
11434,779,368
11435,88,158
11436,527,329
11437,340,164
11438,95,158
11439,243,164
11440,mum.2,430
11441,334,158
11442,173,266
11443,221,421
11444,2-P2,87
11445,10,430
11446,334,329
11447,10,402
11448,173-P2,426
11449,95,430
11450,94,191
11451,204,329
11452,58-P2,158
11453,334,X-180
11454,88,404
11455,58-P2,430
11456,58-P2,426
11457,214,421
11458,95,426
11459,10,329
11460,D-222,241
11461,204,329
11462,2-P2,158
11463,214,392
11464,235,266
11465,221,266
11466,58-P2,402
11467,58-P2,266
11468,531,402
11469,58-P2,266
11470,322,X-180
11471,10,329
11472,94,20
11473,340,444
11474,235,235
11475,340,444
11476,264,148
11477,1,158
11478,336-P2,20
11479,95,158
11480,243,404
11481,88,266
11482,mum.2,87
11483,301,421
11484,243,126
11485,95,87
11486,95,20
11487,173-P2,281
11488,1,404
11489,D-222,426
11490,784,402
11491,2-P2,121
11492,340,126
11493,214,158
11494,784,87
11495,340,20
11496,235,421
11497,779,266
11498,264,411
11499,264,165
11500,D-222,368
11501,94,20
11502,D-222,402
11503,243,87
11504,344,430
11505,95,368
11506,784,329
11507,204,191
11508,173-P2,M3
11509,10,87
11510,214,87
11511,D-222,392
11512,D-222,430
11513,10,426
11514,10,158
11515,173-P2,430
11516,344,20
11517,214,87
11518,95,20
11519,344,368
11520,214,426
