tree,asite,site,ROW,COL,REP,SET,mum,dad,selection_type,rot,pith_year,pith_age,clb15,ht15,dbh15,heartwood,sapwood,sapwood_heartwood_ratio,cath,cbth,csab,cmyr,clim,cmono,cathprop,csabprop,fibre,cell,lignin,fath,fbth,fsab,fmyr,flim,fmono,fathprop,fsabprop,capi,cthu,fapi,fthu,clb15,plicatic_acid,gamma_thujaplicin,beta_thujaplicin,beta_thujaplicinol,thujic_acid,methyl_thujate,alpha_thujaplicin,plicatic_acid_PAR_CW,gamma_thujaplicin_PAR_CW,beta_thujaplicin_PAR_CW,beta_thujaplicinol_PAR_CW,thujic_acid_PAR_CW,methyl_thujate_PAR_CW,alpha_thujaplicin_PAR_CW,A,B,C,D,E,F,G,H,I,nezukone,thujaplicatin_methyl_ether,beta_dolabrin,thujaplicins,thujaplicins_PAR_CW,lignans_PAR_CW,Fhat3,HT_BLUP
11212,WEST,3,2,40,2,7,334,191,VOL,0,1999,18,2,920,166,94.459,44.049,0.466329307,23839,6900,5399,1825.2,524.5,41716,0.571459392,0.129422763,56.45,11.47,44.74,17293,3975,4127,1203,317,30525,0.566519247,0.135200655,1066,257.8,785.77391,202.68261,2,0,383.5,100.6,74.3,2756.1,0,547.1,0,15.53,3.52,0.87,12.42,0,18.55,2.88,3.36,2.43,5.53,1.46,13.39,1.79,0.14,10.22,21.69,3.76,0.39,1105.5,38.86,22.3,0.328483,24.59293509
11213,WEST,3,1,41,3,3,58,444,VOL,0,2001,16,2,800,117,64.003,15.442,0.24126994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26136,7358,5369,1793,532,46280,0.564736387,0.116011236,NA,NA,1292.51098,320.89024,2,213.5,208.7,138,94.2,3546.5,0,386.6,0.73,9.31,4.68,1.13,15.99,0,14.75,3.22,3.12,2.18,7.44,1.16,11.29,2.5,0,3.58,18.87,2.47,0.06,827.5,29.93,22.53225337,0.287069,-0.20305252
11214,WEST,3,3,43,3,3,22,430,HTWD,0,2002,15,2,920,155,79.01393956,26.586,0.336472275,28986,5728,9123.1,2172.2,628.1,49586,0.584560158,0.183985399,56.5,15.92,40.77,13456,3946,7488,914,308,29273,0.459672736,0.255798859,1530,372.2,716.10837,211.28279,2,0,414.2,100.8,25,2989.7,16.2,408.1,0,16.68,3.54,0.22,13.47,0.07,14.99,2.38,4.03,0.89,2.77,1.34,9.75,2.53,0,8.89,35.14,3.77,0.17,948.1,35.6,16.5,0.107778,41.01186782
11215,WEST,3,4,42,3,3,95,430,VOL,0,2000,17,2,840,102,45.869,25.67,0.559637228,29098,8381,6682.3,1982.2,656.4,51622,0.563674402,0.129446748,58.26,20.45,37.56,15353,4624,6086,1170,374,31325,0.490119713,0.194285714,1334,315,787.07739,240.03522,2,0,1176.4,204.7,264.9,5441.8,0,1179.4,0,44.2,6.7,3.36,24.55,0,43.96,1.89,6.96,9.1,27.29,3.08,14.7,4.89,0.18,6.35,55.63,4.06,0,2825.4,98.22,49,0.0107236,42.69427215
11216,WEST,3,5,41,3,7,334,191,VOL,0,2001,16,2,740,95,45.086,24.36,0.540300759,27836,10424,4771.3,2159,730.4,47768,0.582733211,0.09988486,64.11,11.64,52.17,28470,4661,6996,2192,503,49831,0.571331099,0.140394534,1492,287,1362.27755,351.46939,2,104.5,132.7,87.1,23.4,3289.4,16.4,514,0.33,6.22,3.04,0.22,14.83,0.07,19.49,1.46,1.5,0.8,1.9,0.92,8.94,2.36,0.13,6.71,6.01,3.02,0.25,757.2,29.22,12.62514566,0.135428,13.41227461
11217,WEST,3,9,43,9,2,204,158,VOL,0,2000,17,2,720,109,59.836,18.479,0.308827462,34344,8654,5780.5,2420.7,756.6,56806,0.604584023,0.101758617,54.9,14.12,40.52,21854,3447,6112,1413,391,38317,0.570347365,0.159511444,1419,298,996.86577,262.22819,2,523.2,162.2,1031.9,29,2765.7,0,626.4,1.9,8.4,31.94,0.23,12.44,0,23.53,2.62,8.22,3.5,5.21,2.69,21.29,6.9,0,23.8,23.89,5.9,0.78,1849.5,64.88,36.60413784,0.0547907,36.42854076
11218,WEST,3,9,44,9,2,340,164,VOL,0,2000,17,2,550,65,22.939,17.822,0.776930119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26389,4324,5935,1946,454,45025,0.586096613,0.131815658,NA,NA,1239.82967,316.51276,2,230.3,608.7,390.5,120.8,6408.8,0,307.7,0.76,24.32,12.49,1.44,28.91,0,10.89,2.13,3.59,3.73,10.94,1.61,12.49,6.58,0.11,9.23,8.44,2.93,0,1427.7,49.14,27.76236435,0.0622329,7.226900589
11219,WEST,3,12,44,9,2,214,421,VOL,0,2002,15,2,550,58,20.629,21.308,1.032914829,29335,9608,5964.9,1911.2,744.8,50031,0.586336471,0.119224081,64.18,15.43,48.59,16134,3045,4562,920,291,28466,0.566781423,0.160261364,1691,293.7,789.3777,191.17568,2,205.4,793.2,188.5,106,2892.7,21,718.3,0.65,31.23,6.45,1.23,13.01,0.09,28.5,2.7,3.71,2.64,13.1,1.36,17.15,6.25,0.48,7.15,37.04,4.81,0.51,1806,67.92,34.54888032,0.0409897,-0.142036124
11220,WEST,3,19,41,14,4,243,402,VOL,0,2002,15,2,630,104,50.85463462,24.27,0.477242638,36086,9450,2519.8,2401.1,777,59781,0.603636607,0.042150516,56.42,13.75,42.72,29081,3867,6331,2050,514,48825,0.595616999,0.129667179,1593,323.9,1498.88219,344.05479,2,322.7,390.5,53.4,81.4,3020.5,0,313.3,1.16,15.97,2.15,0.95,13.61,0,11.7,2.68,7.38,6.37,6.24,1.04,17.46,5.48,0.16,13.91,25.63,6.64,0.32,838.6,31.09,32.25505173,0.242501,18.01013794
11221,WEST,3,20,41,14,4,221,368,VOL,0,2002,15,2,590,83,29.26126116,25.402,0.868110225,43212,10017,4215.3,3269.7,923,71224,0.606705605,0.059183702,56.16,22.91,32.91,31151,5093,7156,1968,565,52966,0.588132009,0.135105539,1899,433,1439.11765,326.41086,2,134.1,466.8,253.5,71.8,4222.6,0,1127.3,0.38,19.21,8.34,0.8,19.03,0,31.3,2.23,3.29,1.75,6.21,1.04,20.94,4.27,0,11.11,39.3,6.18,0.2,1919.4,59.85,30.78467215,0.0888853,5.992956317
11222,WEST,3,21,42,14,5,1,404,VOL,1,NA,NA,2,660,97,NA,NA,NA,22481,9789,2585.3,1586.7,527.3,41481,0.541958969,0.06232492,55.82,14.95,40.63,20025,5528,2967,1164,358,34313,0.583598053,0.086468685,1175,182.3,862.36667,185.86599,2,30.8,354.4,203.8,60.6,2754.5,21,265.7,0.03,14.24,6.58,0.71,12.41,0.09,9.81,1.08,5.01,0.95,2.84,3.01,5.66,4.09,0.16,7.8,11.35,3.05,0.54,884.5,31.88,13.5331638,0.127916,-4.806823322
11223,WEST,3,21,44,14,5,527,404,VOL,0,2001,16,2,820,158,83.18604229,27.089,0.325643573,32033,9000,3096.4,2361.6,782.8,56344,0.568525486,0.054955275,56.54,21.06,35.04,24892,2751,5290,1412,424,40411,0.615970899,0.130904952,1601,354.8,1051.55445,239.48221,2,0,227.9,98.6,34.6,2685.5,12.3,305.4,0,10.13,3.52,0.34,12.09,0.05,10.36,2.18,1.26,0,1.38,1.87,5.3,5.73,0,23.72,17.02,7.38,0.69,666.5,25.04,8,0.303231,26.37027857
11224,WEST,3,24,43,14,5,22,20,HTWD,0,NA,NA,2,670,121,NA,NA,NA,33356,11412,5080.6,2393.6,817.4,55725,0.598582324,0.091172723,63.91,13.11,50.46,26641,4071,4294,1248,436,42663,0.624452101,0.100649275,1680,305,1045.83278,199.27759,2,95.5,41,75.2,20.8,1251.9,0,279.8,0.3,2.75,2.63,0.2,5.63,0,10.39,1.2,0.77,0.48,1.19,1,4.76,2.62,0,6.78,2.56,2.75,0.23,416.8,16.2,7.099298062,0.067177,-5.081990034
11225,WEST,3,24,44,14,5,430,392,VOL,0,2000,17,2,860,131,66.885,26.45,0.395454885,47600,7617,5036.3,3379.5,837.2,68316,0.696762106,0.073720651,52.81,19.32,34.31,30743,4382,4830,1534,455,47959,0.64102671,0.100711024,2071,354.7,1263.13205,238.8,2,428.7,430.2,157.1,129.2,3473.8,34.5,294.9,1.57,17.38,5.28,1.58,15.66,0.15,11.33,4.01,5.1,4.95,16.5,1.36,22.02,2.95,0.23,9.98,28.22,4.14,0.54,1011.4,36.11,45.17292347,0.115295,30.25570804
11226,WEST,3,25,41,20,4,10,430,VOL,0,2000,17,2,800,113,53.567,25.547,0.476916758,35262,9047,3467.7,3548.9,865.6,64350,0.547972028,0.053888112,54.1,17.91,35.93,24767,5273,6699,1787,467,43479,0.569631316,0.154074381,1993,487.1,1135.08401,292.0684,2,177.2,491.7,62.2,53.5,3495.4,14.5,302.7,0.62,19.04,2.25,0.62,15.77,0.06,11.16,2.14,2.64,1.97,8.35,1.1,11.28,6.84,0.11,17.11,37.64,7.29,0.47,910.1,33.54,22.81757444,0.251729,26.8694525
11227,WEST,3,27,41,20,4,22,191,HTWD,0,2000,17,2,910,148,89.881,32.715,0.363981264,39311,11220,5870,2800.7,811.9,65303,0.60197847,0.089888673,53.31,15.56,37.62,36119,3827,8545,2420,613,59288,0.609212657,0.144126973,1729,334.8,1667.16869,416.51987,2,288.1,418.5,120,93.2,3777.2,0,559.4,1.03,16.73,4.09,1.12,17.03,0,22.05,2.42,4.53,1.65,3.55,1.38,13.24,3.53,0.3,10.41,34.25,4.08,0.88,1191.1,44.87,22.23365319,0.0509829,45.47029046
11228,WEST,3,27,42,20,4,344,392,VOL,0,2001,16,2,670,80,34.832,29.859,0.857228985,26029,8102,3983.1,1791.9,611.7,46035,0.565417617,0.086523297,54.69,9.85,44.8,19554,3520,3617,1135,317,33029,0.59202519,0.109509825,1344,282.1,851.11767,206.403,2,176.8,358.3,122.6,85.8,3405.6,0,1122.8,0.56,15.16,4.34,0.99,15.34,0,39.5,1.94,3.37,3.89,12.1,2.47,14.62,3.91,0.57,5.59,16.66,2.33,0.21,1689.5,60.2,30.66042831,0.349782,13.38531555
11229,WEST,3,31,42,20,1,243,281,VOL,0,2000,17,2,590,85,43.289,23.668,0.546743977,32877,9442,4626.3,2284.4,776,59612,0.551516473,0.077606858,59.12,16.87,42.42,22167,3673,5274,1414,420,37805,0.586351012,0.139505356,1533,292.8,1039.09118,248.88529,2,0,264.7,65.2,71.3,4097.1,17,247.6,0,11.21,2.44,0.84,18.48,0.07,9.55,1.51,2.59,2.03,13.62,1.92,26.01,5.52,0.68,5.47,4.97,1.75,0.11,648.8,24.15,42.2,0.180742,-12.47542848
11230,WEST,3,32,42,20,1,779,426,VOL,0,2000,17,3,480,66,21.499,19.36,0.900507,41968,13188,2767.4,2786.9,903.1,72023,0.582702748,0.038423837,52.34,19.62,32.36,20030,5729,4192,1257,417,35524,0.563844162,0.118004729,1876,375.3,961,209.76667,3,0,46.5,0,0,2026.6,0,79.2,0,2.46,0,0,9.11,0,3.07,3.74,1.66,1.37,4.95,1.97,6.94,5.07,0,20.38,8.87,14.55,0,125.7,5.53,13.6,0.252447,-26.00633404
11231,WEST,3,32,43,20,1,94,164,VOL,0,2000,17,2,510,65,30.431,18.302,0.601426177,40555,11701,2827.6,2940.7,898.9,67285,0.602734636,0.042024225,55.52,18.21,36.99,23374,3980,3144,841,290,36419,0.641807848,0.086328565,1846,358.5,696.9253,148.64639,2,0,315.3,107.7,69.7,4338.1,0,255.9,0,13.18,3.77,0.8,19.56,0,9.98,4.47,3.35,1.89,10.71,1.68,12.68,3.77,0.15,6.44,10.88,4.91,0.45,748.6,28.18,26.7,0.0797748,16.63859174
11232,WEST,3,35,41,25,4,784,421,VOL,0,2000,17,2,510,62,26.803,17.732,0.661567735,17659,6737,4105.1,1497.6,425.1,35205,0.501604886,0.116605596,55.32,13.92,41.35,18322,4435,5468,1142,339,33559,0.545963825,0.162936917,978,237.7,850.52471,219.83808,2,0,422.4,98.4,93.1,4070.4,60.2,460,0,15.81,3.14,1.19,20.7,0.26,19.89,2.77,5.51,4.68,24.54,4.77,37.78,11.23,15.13,30.27,40.05,35.23,0,1073.9,40.03,67.8,0.248851,6.242718065
11233,WEST,3,35,43,25,4,1,404,VOL,0,2001,16,2,520,87,29.946,20.902,0.697989715,24632,6410,2318.8,1810.3,603.4,42062,0.585611716,0.055128144,54.55,18.3,36.15,12035,2793,3165,687,271,22032,0.546250908,0.143654684,1185,222.8,576.97959,139.48735,2,99,156.7,28.1,40.9,2399.2,0,140.4,0.28,7.5,1.32,0.43,10.8,0,5.5,1.99,2.61,0.96,1.6,1.4,5.64,10.1,0.15,24.51,8.95,11.26,0.63,366.1,15.38,10.07835574,0.329011,-6.543731476
11234,WEST,3,38,41,25,1,344,426,VOL,0,2001,16,2,640,88,34.08964122,21.341,0.626025949,32941,15414,4252.8,2128.9,845.5,58638,0.561768819,0.072526348,64.16,12.37,51.4,17456,2814,2926,956,309,28830,0.605480402,0.101491502,1609,274.3,780.65201,157.91026,2,0,549.2,169.5,195.4,2952,0,309.6,0,21.97,5.74,2.43,13.29,0,12.06,1.99,3.51,3.07,15.9,1.41,14.59,2.76,0,4.65,13.97,3.24,0.26,1223.7,42.46,34,0.168904,3.244016644
11235,WEST,3,41,41,32,3,22,87,HTWD,0,2001,16,2,590,83,46.868,20.488,0.437142613,30534,9137,5462,2363.5,743,51393,0.594127605,0.106279065,57.67,18.17,39.08,22962,4163,6597,1648,439,41029,0.559652928,0.16078871,1530,319.6,1149.05128,310.33846,2,0,272.5,55.3,73.1,3812.2,0,365.5,0,11.58,2.17,0.85,17.19,0,14.17,1.74,2.01,1.29,2.81,0.89,18.14,5.41,0,9.86,8.8,4.27,0.61,766.4,29.38,22.9,0.0851914,-12.02056527
11236,WEST,3,43,42,32,3,779,444,VOL,0,2000,17,3,650,85,41.498,17.466,0.420887754,25098,5534,3202.4,1963.2,676.5,46638,0.53814486,0.068665037,52.51,14.21,38.26,33264,4860,15354,2626,661,63841,0.52104447,0.240503752,1144,282.3,1715.472,503.064,3,0,358.1,183.7,89.9,4932.4,20.6,426.5,0,14.64,6.05,1.07,22.25,0.09,16.55,2.57,5.24,5.55,27.72,2.91,13.22,7.55,0.73,9.66,30.53,3.42,0,1058.2,38.31,46.1,0.494034,-3.009187993
11237,WEST,3,48,41,32,6,214,430,VOL,0,1999,18,2,800,117,77.707,27.46,0.353378717,22233,8475,2887,1817.4,636.7,42123,0.527811409,0.068537379,57.43,14.76,42.71,22968,5325,7706,1525,472,42628,0.538800788,0.180773201,1192,317.4,1086.15638,289.29053,2,142.9,279,348.4,55.1,3340.9,0,407.1,0.48,11.48,10.94,0.64,15.07,0,15.76,1.91,1.51,1.22,13.14,1.88,6.35,3.67,0,5.5,17.02,6.62,0.25,1089.6,39.07,21.37689226,0.164187,37.04049853
11238,WEST,3,48,42,32,6,204,402,VOL,0,1999,18,2,660,89,35.574,21.002,0.590374993,19684,5808,2317.8,1509.1,466.8,36880,0.53373102,0.062847072,57.19,15.82,41.34,26534,4923,9401,2213,583,49406,0.537060276,0.190280533,962,219.6,1435.48082,378.04408,2,252.3,597.8,2025.4,39,2713.5,0,748.1,0.86,23.75,61.92,0.38,12.21,0,28.99,3.46,4.43,3.62,16.4,1.37,21.75,3.66,0.85,7.75,32.69,2.74,0,3410.3,115.04,43.45959792,0.199403,26.63940951
11239,WEST,3,48,44,32,6,334,241,VOL,0,2000,17,2,730,150,62.486,22.407,0.358592325,24655,8539,4013.4,1707.3,613.2,42017,0.586786301,0.095518481,56.57,10.48,45.64,14724,4759,2910,812,299,26411,0.557494983,0.110181364,1172,220.7,572.89292,157.66083,2,203,434.1,176.9,76.3,3965,0,704.7,0.7,17.3,5.82,0.9,17.88,0,27.26,2.98,3.85,2.77,6.27,1.78,10.7,5.59,0,13.24,18.54,5.12,0.42,1392,51.7,21.49888121,0.0915556,-21.47879211
11240,WEST,3,49,42,35,3,173,421,VOL,0,2001,16,2,720,98,37.953,16.795,0.442521013,20080,3498,1961.5,1246.7,358.3,33282,0.603329127,0.058935761,57.67,20.72,36.57,25092,3972,7104,1853,477,43705,0.574121954,0.162544331,846,163.6,1277.46816,321.01573,2,259.1,1028.3,209,165.9,3641,0,795,0.88,39.37,6.98,2.04,16.4,0,30.23,2.88,6.56,4.31,14.2,1.5,17.97,4.1,0.06,5.67,47.33,4.61,0.12,2198.2,78.74,39.67967402,0.106569,-1.002775889
11241,WEST,3,49,44,35,3,204,126,VOL,0,2000,17,3,700,92,63.788,46.701,0.7321283,30520,8455,2713.7,2122.5,812,53161,0.574105077,0.05104682,55.32,13.15,42.09,22920,6602,2612,196,317,36957,0.620180209,0.070676732,1221,244.2,546.21075,110.81935,3,123.1,452.3,175.5,53.3,2748.4,19.6,402.5,0.36,18.29,5.87,0.58,12.37,0.09,15.37,2.25,2.27,2.08,3.08,1.15,13.08,12.07,0,28.54,16.16,19.97,0.88,1083.6,40.99,18.86459024,0.0638619,7.538105953
11242,WEST,3,50,41,35,3,235,191,HTWD,0,2001,16,2,710,87,60.80110417,20.98,0.345059523,28074,6118,2188.4,1777.2,569.7,46885,0.598784259,0.046675909,57.8,13.76,43.78,33793,7119,8787,2651,634,61025,0.553756657,0.143990168,1185,217.3,1793.8268,446.0719,2,153.4,312.7,193.6,44.5,3625.8,0,749.5,0.48,13.33,6.43,0.46,16.34,0,28.08,2.39,1.06,0.61,1.44,0.9,9.56,1.99,0,11.49,31.99,3.78,0.22,1300.3,48.52,12.57985207,0.131678,-5.768387942
11243,WEST,3,54,42,35,2,58,191,VOL,0,2001,16,2,770,118,80.828,28.331,0.350509724,29235,6062,2806.5,2302.4,655,51194,0.571063015,0.054820877,56.8,15.93,40.95,31632,6468,8251,2460,597,55988,0.56497821,0.147370865,1362,304.7,1605.18119,412.23574,2,262,148.9,334.2,101.3,3213.7,0,894.4,0.93,7.03,10.58,1.23,14.49,0,34.55,2.71,4.63,2.52,17,1.51,13.4,4.12,0,5.36,13.59,3.99,0,1478.8,53.39,35.93080023,0.226177,36.95610594
11244,WEST,3,55,41,35,2,2,430,VOL,0,2000,17,2,610,78,32.424,29.966,0.924191957,21211,6490,2976.2,1645.4,579.3,40717,0.520937201,0.073094776,59.12,20.72,38.09,36469,8627,9999,2874,705,66426,0.549016951,0.150528408,1159,238,1895.95437,502.38023,2,179.4,747.4,385.8,202.8,3712.5,0,610.9,0.59,28.88,12.22,2.54,16.73,0,23.16,1.96,3.26,3.21,11.2,1.21,16.16,5.1,0,7.31,23.01,4.59,0.17,1946.9,66.97,31.28841855,0.0589706,23.57211041
11245,WEST,3,55,42,35,2,214,421,VOL,0,2003,14,2,590,65,22.69,18.674,0.823005729,23368,9605,2956.3,1732.6,551.9,43631,0.535582499,0.06775687,56.33,23.59,32.84,20723,5008,6123,1428,441,38098,0.543939314,0.160717098,1144,300.1,1014.47032,282,2,0,197.9,35.7,59.1,3547.9,0,443.6,0,9.27,1.64,0.65,15.98,0,17.01,1.25,1.22,1.05,5.12,1.28,23.28,5.69,0.35,7.2,13.95,3.5,0.4,736.3,28.97,29.6,0.07196,-0.787416452
11246,WEST,3,55,43,35,2,95,368,VOL,0,2001,16,2,780,117,65.513,23.013,0.351273793,29032,7497,2163.6,1924.1,623,48595,0.597427719,0.044523099,58.48,19.94,38.56,33462,4698,7606,2511,613,56061,0.596885535,0.135673641,1221,212,1547.94397,394.88592,2,129.6,944.2,496.7,220.5,1837.7,12.3,1124.2,0.44,35.12,15.34,2.82,8.28,0.05,44.56,2.62,5.68,6.23,9.82,1.52,10.67,4.13,0,8.44,54.05,4.09,0,2785.6,97.84,26.64331242,0.271273,27.29159337
11247,WEST,3,56,45,35,7,221,20,VOL,0,2000,17,2,690,109,52.075,27.994,0.537570811,30994,7998,2780.2,1967.9,641.6,54939,0.56415297,0.050605217,57.16,15.81,41.07,25231,7465,8699,2063,577,49680,0.50787037,0.175100644,1371,278.5,1427.68836,372.95137,2,90,263,54,27,1734.8,0,225.3,0.25,11.2,2.12,0.25,7.8,0,8,1.57,0.9,0.35,1.16,0.84,4.98,2.31,0,13.52,18.12,4.18,0.31,569.3,21.88,7.351100397,0.100093,3.739597598
11248,WEST,3,54,46,35,7,94,368,VOL,0,2000,17,2,730,97,47.427,19.598,0.413224535,26359,6888,2445.8,1984.5,647.8,45628,0.577693522,0.053603051,57.34,22.84,34.84,19788,5722,4674,1390,403,35687,0.554487629,0.130972063,1284,225.4,989.29263,238.57263,2,230.2,738.8,645.1,169.5,3743.8,18.8,530.4,0.81,28.21,19.97,2.13,16.88,0.08,20.45,2.7,3.95,4.35,18.82,2.96,24.34,5.07,1.5,8.34,39.65,3.41,0,2083.8,70.76,47.8096602,0.0980918,34.2887636
11249,WEST,3,53,47,35,7,336,392,HTWD,0,2001,16,2,730,98,56.66092803,13.569,0.239477193,21759,6775,2285.5,1468.5,510.6,39453,0.551516995,0.057929688,57.06,16.76,40,23572,5397,5347,1665,465,40817,0.577504471,0.130999339,1015,210.2,1118.80422,272.54346,2,0,548.7,444,26.4,2174.8,0,1024.2,0,21.94,14.04,0.22,9.78,0,39.45,2.8,8.18,0.49,1.19,2.24,15.06,8.12,0.05,14.41,61.57,4.21,0.65,2043.3,76.3,24.5,0.226524,5.460006501
11250,WEST,3,52,47,35,5,779,241,VOL,0,2002,15,2,700,79,22.056,19.525,0.885246645,28669,9149,3115.1,2041.9,712.7,53114,0.539763528,0.05864932,56.59,14.62,41.91,20731,4237,7297,1612,434,38915,0.53272517,0.187511242,1406,275.1,1077.39069,291.88097,2,237.9,667.1,959.5,163.7,4243,14.7,1021.6,0.83,25.72,29.51,2.04,19.14,0.07,39.17,2.75,5.9,2.37,4.4,1.23,21.35,6.55,0,8.81,25.39,3.72,0,2811.9,96.44,32.43409741,-0.0406612,-7.040622485
11251,WEST,3,50,45,35,5,344,368,VOL,1,NA,NA,2,850,157,NA,NA,NA,37927,14957,5738.1,2684.7,1007.3,65750,0.576836502,0.087271483,57.72,10.99,46.24,38985,7438,7614,3274,765,66388,0.58722962,0.114689402,2012,348.2,1959.43357,440.44404,2,156.2,222,289.8,12.5,2126,0,501.3,0.53,9.42,9.17,0.08,9.57,0,20.05,2.68,2.08,1.33,2.44,1.19,14.41,6.17,0.58,11.55,12.17,4.42,0.22,1025.6,38.94,19.42921741,0.218745,39.51908747
11252,WEST,3,49,45,35,5,779,191,VOL,0,2001,16,2,710,92,40.132,21.609,0.538448121,27973,3092,2317.5,2892.2,839.9,54620,0.512138411,0.042429513,53.86,13.86,39.99,23141,6577,5918,1052,401,41654,0.555552888,0.142075191,2583,556.9,1005.23077,211.7858,2,173.2,238.2,243.1,40.3,3677.5,26.4,674.5,0.58,10.21,7.81,0.43,16.58,0.12,25.18,2.76,1.78,0.75,3.01,1.43,8.86,5.25,0,13.12,22.86,7.06,0.39,1196.1,44.02,14.28328226,0.164258,29.09874135
11253,WEST,3,49,46,35,5,784,87,VOL,0,2000,17,2,800,142,86.906,20.725,0.238476055,10162,2635,1701.4,832.8,299.9,19093,0.532236945,0.089111193,55.59,15.96,39.6,14741,4769,4745,1050,303,28716,0.513337512,0.165238891,623,131.5,726.87081,201.14094,2,0,332.5,281,53.9,3481.3,0,366.4,0,13.88,9.04,0.59,15.69,0,10.48,2.81,2.26,1.68,8.02,0.74,9.74,1.57,0,7.6,12.91,2.61,0.2,1033.8,34.19,20,0.115578,15.67435864
11254,WEST,3,49,48,35,5,1,158,VOL,0,1999,18,2,560,78,32.544,25.607,0.786842429,31917,6743,2662.2,2377.4,672.2,53730,0.594025684,0.049547739,57.02,20.29,36.41,27770,5084,7960,2400,581,49788,0.557764923,0.159877882,1443,294.9,1486.62462,412.59138,2,134.4,268.1,699,104.3,2387.2,0,389,0.41,11.61,21.7,1.25,10.74,0,14.52,0.96,1.56,2,10.01,2.02,3.99,3.06,1.53,16.35,17.06,9.94,0.25,1460.4,49.33,16.01151876,0.0556248,-0.82170071
11255,WEST,3,45,46,32,8,235,191,HTWD,0,2000,17,2,810,130,55.538,23.475,0.422683568,30222,9286,3973.8,2458.5,789.8,57155,0.528772636,0.069526726,58.28,19.43,38.57,19947,7392,9930,1723,509,44218,0.451105884,0.22456918,1548,322.1,1169.55072,380.99517,2,157,516.8,141.1,76.2,4747.9,35.1,826.3,0.53,20.14,4.7,0.91,21.42,0.15,36.23,2.32,2.7,2.13,5.62,0.9,17.62,6.11,0,19.52,37.49,11.41,0.35,1560.4,62.33,26.42587813,0.0536099,0.201382124
11256,WEST,3,44,45,32,2,340,329,VOL,0,2004,13,2,800,117,62.657,3.52,0.056178879,21372,1455,4104.2,2997.4,823.9,48416,0.441424323,0.084769498,57.8,15.89,41.78,15139,3505,5330,966,300,28694,0.527601589,0.185753119,2456,702.5,694.83469,183.56735,2,0,120.6,114.5,51.8,1211.2,0,179.6,0,6.01,3.93,0.58,5.43,0,6.92,1.05,0.81,0.24,0.52,0.64,4.21,4.77,0,7.32,9.66,3.16,0.32,466.5,17.76,5.5,0.192412,-7.38964494
11257,WEST,3,43,45,32,2,430,444,VOL,0,2003,14,3,600,61,28.944,25.508,0.881288004,34475,9952,7353.7,3259.7,895.8,59702,0.577451342,0.123173428,59.55,18.14,41.19,27309,5198,5606,2076,593,46154,0.591693028,0.121462928,1867,428,1360.41962,318.04151,3,146.9,251.8,218,112.7,1530.8,9.7,386.7,0.5,10.3,6.94,1.4,6.89,0.04,15.23,1.61,1.75,2.21,10.5,1.45,9.43,2.72,1.24,6.9,13.15,3.97,0.11,969.2,33.98,22.10430514,0.339106,-10.08289856
11258,WEST,3,43,47,32,2,2,87,VOL,0,2001,16,2,750,104,44.899,19.771,0.440343883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20374,4803,4048,1238,527,34532,0.590003475,0.117224603,NA,NA,898.91757,208.32264,2,0,116.9,113.6,80.1,3393.1,0,242.2,0,6.11,3.97,0.94,15.29,0,9.02,1.99,5.84,7.18,16.92,1.78,10.49,6.45,0.09,10.61,5.79,4.17,0.18,552.8,20.22,33.2,0.0725294,4.691877125
11259,WEST,3,43,48,32,2,94,241,VOL,0,2001,16,2,730,113,45.191,18.529,0.410015269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15531,4221,2636,797,311,26323,0.590016336,0.100140561,NA,NA,716.14108,142.79419,2,0,71.4,59.9,42.2,3434.3,0,212,0,4.41,2.32,0.44,15.48,0,8.08,1.55,1.85,2.15,12.73,2.25,9.17,11.52,0.25,18.82,6.41,7.8,0.48,385.5,15.73,23.8,0.183838,19.3281238
11260,WEST,3,41,45,32,2,58,368,VOL,0,NA,NA,2,670,113,NA,NA,NA,49639,13737,10739.6,4878.5,1344.2,86568,0.573410498,0.124059699,60.77,18.96,41.56,33844,4727,9549,2400,612,57951,0.58401063,0.164777139,2592,582.9,1641.32135,398.46854,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104433,1.201694855
11261,WEST,3,40,46,25,7,2,241,VOL,0,2001,16,2,630,129,82.34928774,31.709,0.385054939,27578,9176,5550.9,1879.8,670.6,51886,0.53151139,0.106982616,59.74,19.06,40.6,26388,5822,7158,1750,523,47090,0.560373752,0.152006795,1417,295.9,1240.97769,327.80115,2,126.8,251.1,135.6,32,2530.4,0,408.8,0.42,10.43,4.49,0.34,11.4,0,15.89,1.6,1.88,1.34,2.21,0.69,9.07,6.16,0.06,17.18,10.47,4.63,0.57,827.5,31.72,13.61550128,0.160613,-3.104532948
