tree,asite,site,ROW,COL,REP,SET,mum,dad,selection_type,rot,pith_year,pith_age,clb15,ht15,dbh15,heartwood,sapwood,sapwood_heartwood_ratio,cath,cbth,csab,cmyr,clim,cmono,cathprop,csabprop,fibre,cell,lignin,fath,fbth,fsab,fmyr,flim,fmono,fathprop,fsabprop,capi,cthu,fapi,fthu,clb15,plicatic_acid,gamma_thujaplicin,beta_thujaplicin,beta_thujaplicinol,thujic_acid,methyl_thujate,alpha_thujaplicin,plicatic_acid_PAR_CW,gamma_thujaplicin_PAR_CW,beta_thujaplicin_PAR_CW,beta_thujaplicinol_PAR_CW,thujic_acid_PAR_CW,methyl_thujate_PAR_CW,alpha_thujaplicin_PAR_CW,A,B,C,D,E,F,G,H,I,nezukone,thujaplicatin_methyl_ether,beta_dolabrin,thujaplicins,thujaplicins_PAR_CW,lignans_PAR_CW,Fhat3,HT_BLUP
10339,EAST,1,3,60,30,3,222,421,VOL,0,2000,17,2,840,105,53.505,23.328,0.435996636,33044,7850,2604.5,3233.1,824.9,58787,0.562097062,0.044304013,52.82,19.59,32.97,33195,3613,7008,1918,543,55006,0.60347962,0.127404283,1922,426.2,1501.61818,346.27273,2,463.7,1317.6,270.2,139.8,2379.8,16.5,1010,1.74,48.82,8.55,1.75,10.72,0.07,28.86,1.75,9.65,4.64,10.09,0.85,19.63,6.38,0.4,16.28,51.05,6.15,0.7,2737.6,88.68,41.04213596,0.188717,36.43083263
10340,EAST,1,4,57,30,3,2,444,VOL,0,2000,17,2,830,139,56.676,30.803,0.543492836,39021,4300,4193.6,2901.1,738.1,62714,0.622205568,0.066868642,57.33,19.49,37.72,25748,4117,9887,2106,572,49965,0.515320725,0.197878515,1518,418,1380.23662,408.63451,2,84.5,254,97,31.7,2842.2,0,763.2,0.24,10.71,3.37,0.32,12.81,0,33.72,2,0.83,0.45,0.93,0.47,7.78,1.88,0,5.93,14.35,1.18,0.53,1145.9,48.65,9.739106885,0.200873,11.422349
10341,EAST,1,5,60,27,2,88,426,HTWD,0,2002,15,2,600,80,27.866,16.228,0.58235843,19564,4499,2843,2012,581.1,36346,0.538271061,0.078220437,47.54,18.97,27.01,19180,3871,5061,1262,368,34869,0.550058791,0.14514325,1239,331.7,913.06957,233.37391,2,0,341.1,258,36.9,2467.6,0,237.2,0,14.02,8.29,0.38,11.11,0,7.75,1.55,1.3,1.45,5.93,0.95,8.85,4.43,0,12.55,10.56,4.14,0.52,873.2,30.96,16,0.282451,-71.09306231
10342,EAST,1,8,58,27,2,430,0,VOL,0,2001,16,2,770,80,27.986,11.614,0.414993211,19584,7231,2435.6,1621.1,476.3,37081,0.528141097,0.065683234,54.69,16.7,37.56,18060,2892,7995,1470,371,36346,0.496890992,0.219969185,1022,254.7,1032.30417,301.51458,2,0,21.3,26.2,26.9,2620.4,18.4,147.1,0,1.08,1.16,0.26,11.81,0.08,5.45,0.95,1.04,0.82,6.96,1.28,10.21,4.09,0,10.46,5.84,3.36,0.36,221.5,8.31,18.2,0.375393,1.59651107
10343,EAST,1,8,59,27,2,235,430,HTWD,0,2001,16,2,930,137,58.696,21.88,0.372768161,30262,5354,2317.5,1901.3,693.4,51665,0.585735024,0.044856286,59.72,20.55,38.96,41738,6684,8296,2974,769,72221,0.577920549,0.114869636,1696,314.6,2048.80185,457.98598,2,172.1,384.8,80.7,50,3204.2,0,402.9,0.59,15.33,2.85,0.57,14.45,0,17.99,2.13,2.98,1.73,3.18,0.58,7.54,5.79,0,17.96,29.99,5.46,0.49,918.4,37.23,14.28881127,0.107521,13.25555731
10344,EAST,1,9,58,27,8,779,426,VOL,0,2001,16,2,760,130,63.946,26.251,0.41051825,24054,6620,2075,2360.1,611.8,43750,0.549805714,0.047428571,53.96,17.53,36.11,25913,4996,5074,1735,468,45221,0.573030229,0.112204507,1475,330.1,1120.37895,278.00574,2,0,147.6,80.5,28.8,2781,13.9,97.7,0,6.5,2.77,0.31,12.54,0.06,3.27,2.12,0.84,0.83,3.95,1.08,6.09,3.71,0,14.58,5.56,4.38,0.39,354.6,13.24,10.8,0.845121,-13.75450991
10345,EAST,1,11,57,27,8,222,0,VOL,0,2001,16,2,780,129,57.12534409,28.483,0.498605312,32390,8118,3300,3274.4,885.3,62239,0.520413246,0.053021417,61,17.57,43.17,26990,4868,6963,2039,543,48835,0.552677383,0.142582164,2094,532,1407.36623,345.74026,2,107.2,402.7,56.3,24.9,3220.8,14.6,384.6,0.33,16.03,2.13,0.23,14.52,0.06,14.61,2.38,1.61,1.33,3.33,0.42,12.42,1.54,0,6.23,15.44,2.34,0.38,868.5,33.38,17.63032166,0.203543,31.35649527
10346,EAST,1,11,59,27,8,94,0,VOL,0,2000,17,2,880,122,71.39,6.15,0.086146519,50849,10280,3640.8,3919.4,1016.6,80704,0.630067902,0.045113006,58.42,20.21,37.95,26637,5519,5768,1540,505,46442,0.573554111,0.124197924,2299,447.9,1226.29111,265.70444,2,0,601.6,65.2,123.7,4755.9,0,440.2,0,24.21,2.68,1.47,21.43,0,14.87,1.62,8.83,9.24,16.94,2.62,27.29,6.69,0.1,19,27.44,10.14,0.49,1230.7,43.72,53,0.194549,39.13741637
10347,EAST,1,13,60,20,6,95,402,VOL,0,2001,16,2,910,126,50.747,25.407,0.500660138,26766,5454,2472.8,2677,671.1,47577,0.562582761,0.051974694,55.69,17.15,38.21,17780,3141,3967,800,299,30513,0.582702455,0.13001016,1717,409.1,746.76927,155.58542,2,116.7,299.3,50.1,33.9,3927.2,26.5,344.7,0.39,12.01,1.86,0.37,17.72,0.12,11.4,1.87,1.92,1.06,2.98,0.77,10.48,5.44,0.05,10.41,11.79,2.68,0.34,728,25.98,15.78519418,0.243376,43.74796894
10348,EAST,1,15,59,20,6,340,426,VOL,0,2001,16,2,830,120,69.207,16.294,0.235438612,52402,7948,4068.1,2747.2,849.8,76589,0.68419747,0.053115983,54.83,18.68,36.06,17129,3953,3687,1238,327,30542,0.560834261,0.12071901,1862,351.6,842.23166,205.79923,2,0,474.1,121.6,51.6,2076.8,13.3,259.5,0,18.86,4.18,0.57,9.34,0.06,9.25,1.49,1.45,1.31,9.24,0.72,15.86,3.09,0,10.12,18.12,4.23,0.58,906.8,33.44,26.5,0.239112,4.558197234
10349,EAST,1,17,57,20,1,784,281,VOL,0,2000,17,2,840,114,48.082,28.894,0.600931742,24110,6257,2427.7,1832.4,549.1,41343,0.583170065,0.058720944,53.68,16.57,36.65,20728,3354,6869,1658,425,38912,0.532689145,0.176526521,1256,299.5,1138.95495,322.55604,2,0,586.5,53.9,27.2,3117.9,9.2,380.1,0,22.54,2.03,0.27,14.06,0.04,12.6,1.03,1.39,0.84,3.13,0.35,7.84,1.74,0,5.41,16.97,3.01,0.2,1047.7,37.64,12.3,0.205393,6.039421712
10350,EAST,1,17,58,20,1,22,87,HTWD,0,2000,17,2,810,131,61.65207813,27.424,0.444818745,27433,6075,2400.9,2790.8,673.3,47114,0.58226854,0.050959375,53.97,23.31,30.3,15721,3085,4357,1189,315,28400,0.553556338,0.153415493,1577,351,786.28148,218.38704,2,0,177.1,71.3,58.5,3594.3,17.2,456.9,0,7.88,2.58,0.68,16.21,0.08,13.96,1.79,1.41,1.4,4.54,0.75,14.03,3.76,0,9.83,9.74,3.82,0.47,763.8,25.57,19.9,0.127391,0.957609029
10351,EAST,1,18,59,20,1,58,20,VOL,0,2001,16,2,710,109,56.792,21.743,0.382853219,27896,7985,2238.1,2888,681.7,51071,0.546219968,0.043823305,51.58,20.86,30.56,25262,4708,5064,1953,502,43650,0.578739977,0.116013746,1686,357.1,1285.35986,294.30277,2,0,122.4,75.5,39.2,2603.8,0,156,0,5.86,2.69,0.43,11.73,0,5.91,1.55,2.37,2.46,4.63,0.62,6.74,1.93,0.08,3.76,7.9,1.6,0.27,393.1,15.16,13.7,0.134268,-8.390512458
10352,EAST,1,21,59,15,8,779,421,VOL,0,2001,16,2,680,85,31.862,19.72,0.618919089,25057,7406,2413.1,1942.7,549.1,42154,0.594415714,0.057244864,56.14,21.74,34.21,18362,4038,3804,880,308,31865,0.576243527,0.119378629,1246,278,809.50777,164.12476,2,0,235.2,22.4,36.3,2574.2,12.9,89.8,0,9.96,0.99,0.39,11.6,0.06,3.3,1.14,1.13,1.05,4.33,0.82,7.24,5.2,0,12.27,7.27,3.78,0.48,383.7,15.12,12.6,0.164711,1.696188114
10353,EAST,1,23,59,15,8,10,430,VOL,0,2001,16,2,690,101,31.458,15.741,0.500381461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15930,2999,4242,330,226,28099,0.56692409,0.150966227,NA,NA,562.54714,114.34905,2,0,284.8,61.5,28.2,2414,13.1,171.3,0,11.63,2.25,0.29,10.88,0.06,5.97,1.57,1.43,1.02,4.32,1.09,11.5,3.27,0.07,6.34,14.75,1.3,0.6,545.8,20.74,17.2,0.322324,15.80709824
10354,EAST,1,23,60,15,8,301,430,HTWD,0,2002,15,2,570,67,19.53,16.047,0.821658986,33840,8704,2507.6,1622.8,675.8,55632,0.608283003,0.045074777,57.61,20.56,36.65,29190,4721,4264,1217,420,46814,0.623531422,0.091083864,1547,226,1157.12185,207.27926,2,0,135.2,34.2,23.7,1847,0,52.3,0,6.68,1.54,0.2,8.3,0,1.96,1.78,0.81,0.57,1.88,1,9.38,3.05,0,13.79,6.89,3.02,0.5,245.4,10.88,12.1,0.144675,-35.95873551
10355,EAST,1,24,58,15,8,221,421,VOL,0,2001,16,2,720,100,42.5585,9.5255,0.223821328,17276,3938,3631.9,1860.6,530.9,34964,0.494108226,0.103875415,54.1,20.8,33,14843,3184,5994,1125,321,29381,0.505190429,0.204009394,1289,340.8,806.2,237.568,2,0,126.1,145.1,22.7,1374.1,0,84.8,0,6.16,4.84,0.2,6.17,0,3.77,0.75,0.39,0.27,1.1,0.6,5.69,2.11,0,5.12,6.6,2.02,0.25,378.7,15.22,7.2,0.177201,10.19093221
10356,EAST,1,27,60,15,1,322,191,HTWD,0,2000,17,2,670,93,42.928,13.699,0.319115729,31658,7039,2892.1,2797.7,799.9,57340,0.55211022,0.05043774,58.43,22.21,35.96,26719,3623,8241,1895,507,47990,0.556761825,0.171723276,1902,428.8,1395.13889,349.07407,2,0,57.5,112.4,12.5,1560.7,16.5,270.4,0,3,3.81,0.08,7.02,0.07,10.3,1.07,1.06,0.93,1.73,0.77,5.6,3.38,0,8.7,7.4,3.14,0.13,452.8,17.32,8.4,0.171502,6.307069066
10357,EAST,1,28,58,15,1,58,329,VOL,0,2001,16,2,720,106,44.076,18.11,0.410881205,39184,12262,5076.3,4206.2,1139.8,79028,0.495824265,0.064234195,53.73,21.04,32.35,21065,3799,4674,1099,383,36085,0.583760565,0.129527505,2751,621.3,938.40784,206.61333,2,0,254,228.1,55.6,1865.2,0,493.4,0,10.8,7.36,0.63,8.39,0,17.26,2.38,2.42,2.2,5.89,0.71,9.28,1.96,0.09,3.2,8.21,1.44,0.39,1031.1,36.44,17.6,0.142127,-32.80605206
10358,EAST,1,28,59,15,1,222,241,VOL,0,2000,17,2,710,122,53.495,18.93,0.353864847,31335,6775,2213.4,2262.4,575,50198,0.624228057,0.04409339,54.18,14.41,39.54,19937,3175,5978,1347,388,36577,0.545069306,0.163436039,1318,289.1,995.88448,252.25632,2,0,505.1,116.7,69.7,3848.2,13.8,294.5,0,19.54,3.91,0.83,17.36,0.06,8.87,2.24,2.88,4.08,14.14,1.2,16.27,7.28,0.13,17.66,13.72,3.77,0.78,986,33.93,33.3,0.202969,9.839096472
10359,EAST,1,29,57,8,1,430,392,VOL,0,2001,16,2,870,126,55.11299065,3.759,0.068205335,23397,6268,3217.5,2343.1,706,45318,0.51628492,0.070998279,57.02,13.74,42.96,20293,3407,4681,1261,377,35151,0.577309323,0.133168331,1548,386.2,987.8223,224.00863,2,0,113.2,24.1,19.5,300.7,0,0,0,6.12,1.02,0.13,1.31,0,0.34,0,3.27,0.27,6.21,0.9,8.75,0.81,0,2.69,16.28,1.16,0,156.8,7.61,18.2,0.318683,11.60779901
10360,EAST,1,30,60,8,1,784,158,VOL,0,NA,NA,2,910,136,NA,NA,NA,20864,3978,3465.5,2824.6,645.2,44781,0.465911882,0.077387731,54.54,15.47,38.83,21320,3489,7050,1708,499,39964,0.533480132,0.176408768,1658,446.4,1158.91965,306.73362,2,0,0,0,0,146.8,28.3,0,0,0.46,0.18,0,0.62,0.12,0.27,0.23,0.09,0.15,0.2,0.16,0.21,0.37,0,0.09,2.58,0.1,0,0,0.91,0.5,0.26272,32.820575
10361,EAST,1,32,58,8,1,527,266,VOL,0,2000,17,2,850,128,70.511,16.368,0.232133993,22109,6556,2547.1,1660.7,497.6,37219,0.594024557,0.068435477,54.46,19.14,35.11,15667,2861,4316,1060,293,28961,0.540968889,0.149028003,974,246.9,709.03974,189.37086,2,113.8,432.5,228.2,94.6,3032,15.3,181.5,0.38,16.74,7.23,1.17,13.68,0.07,7,1.26,2.03,1.72,2.58,0.45,9.63,3.13,0.07,9.68,12.77,3.65,0.74,936.8,32.88,14.57827022,0.227511,8.340299569
10362,EAST,1,35,57,8,3,222,243,VOL,0,2001,16,2,800,109,49.008,23.632,0.482206987,29442,7962,3085.7,2857.9,786.1,52741,0.558237424,0.058506665,54.82,18.65,36.33,NA,NA,NA,NA,NA,NA,NA,NA,1545,402.4,NA,NA,2,132.6,298.9,348,25.9,4501,0,548.3,0.44,12.16,10.92,0.26,20.31,0,19.83,2.01,1.9,1.44,5.1,0.73,7.48,4.64,0,8.15,32.2,3.76,0.34,1221.1,43.51,14.93814956,0.152836,17.73051402
10363,EAST,1,35,59,8,3,221,430,VOL,0,2001,16,2,930,139,53.906,24.029,0.44575743,9167,10,1780,1622.6,562.8,22347,0.410211662,0.07965275,56.99,16.94,39.47,NA,NA,NA,NA,NA,NA,NA,NA,1776,0,NA,NA,2,0,181.1,16.5,26.3,2377.8,9.1,201.5,0,7.53,0.77,0.28,10.72,0.04,7.84,1.24,0.64,0.51,1.68,0.37,6.73,1.82,0,5.51,19.81,1.69,0.3,425.4,16.72,9,0.123176,44.94567972
10364,EAST,1,36,58,8,3,344,402,VOL,0,2000,17,2,860,129,52.344,19.443,0.371446584,29246,8925,2174.6,1725.9,528.3,46803,0.624874474,0.046462834,57.76,17.43,40.14,20907,3232,5173,1304,384,36444,0.573674679,0.141943804,989,215.1,959.79307,235.61386,2,0,104.2,81.2,41.4,996.9,41.5,74.4,0,5.27,2.88,0.45,4.47,0.18,2.64,0.59,0.86,0.59,1.57,0.64,9.12,2.61,0,4.94,5.66,1.57,0.49,301.2,11.73,11.6,0.123461,43.23238907
10365,EAST,1,36,60,8,3,322,421,HTWD,0,2001,16,2,790,100,50.14680128,20.924,0.417254929,23458,5836,3241.2,2201.4,654.6,44915,0.522275409,0.072162975,56.72,19.92,36.52,13075,3142,3126,598,217,23221,0.563067913,0.134619525,1537,366.6,553.41724,133.98966,2,0,348.1,122.4,41.9,2815.7,0,559.3,0,14.06,4.13,0.46,12.69,0,20.53,2.65,3.16,1.86,3.75,0.74,6.65,3.86,0,7.99,26.61,2.15,0.19,1071.7,39.37,13.6,0.191634,-9.048463251
10366,EAST,1,36,64,9,7,204,402,VOL,0,NA,NA,2,850,124,NA,NA,NA,23880,4875,1816.2,1802.4,530.2,41023,0.582112473,0.044272725,55.96,15.3,40.4,17251,2961,4250,1261,351,29915,0.576667224,0.142069196,1320,277,790.49,209.83833,2,198.7,455.7,128.5,65.9,2180.8,20.3,295,0.69,17.89,4.3,0.78,9.82,0.09,13.34,1.67,4.06,3.2,7.05,1.21,12.82,10.78,0.18,18.58,20.91,7.5,0.66,945.1,36.97,24.69361783,0.144834,38.82607297
10367,EAST,1,32,62,9,3,10,402,VOL,1,NA,NA,2,790,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22083,3972,4737,344,299,36133,0.611158775,0.131098995,NA,NA,666.98261,113.68792,2,394.3,450.2,114.2,63,1101.6,30.8,94.8,1.46,17.78,3.89,0.73,4.94,0.13,3.44,0.15,3.62,0.57,0.78,2.08,5.71,6.66,0,15.65,13.56,5.36,0.52,722.2,26.36,11.55645512,0.204152,14.07743452
10368,EAST,1,31,63,9,3,22,404,HTWD,0,2000,17,2,670,87,36.367,19.506,0.536365386,29826,7455,4169.3,3658.6,934.5,60513,0.492885826,0.068899245,56.22,20.77,35.12,21909,5231,4780,817,374,37856,0.578745773,0.126267963,2292,550.3,889.77476,168.95874,2,159.6,388.6,189.7,63.4,3832.3,14.8,373.3,0.55,15.36,6.12,0.75,17.29,0.07,13.28,1.4,1.28,0.88,2.01,1.46,14.96,5.59,0,9.42,14.44,3.26,0.4,1015,35.91,18.84641227,0.177549,-12.55962935
10369,EAST,1,31,64,9,3,322,241,HTWD,0,2002,15,2,740,82,30.59188889,16.204,0.529682886,11877,10,1370.9,0.7,0.4,24223,0.490319118,0.056594972,55.35,16.38,38.51,27165,4429,5530,1443,451,45018,0.603425297,0.122839753,1098,0,1185.46931,254.05891,2,0,262.9,351.9,49.7,3255.7,12.2,453.2,0,10.96,11.07,0.56,14.68,0.05,16.21,1.71,2.61,2.06,5.13,0.98,12.53,5.35,0,10.25,10.14,5.29,0.41,1117.7,39.21,20.2,0.218694,-23.3742923
10370,EAST,1,30,64,9,3,243,191,VOL,0,2001,16,2,890,139,72.666,26.789,0.368659345,40733,4008,2486.6,3001.1,1058.1,77479,0.525729553,0.032093858,56.98,18.44,38.5,32077,6097,9748,2639,685,60076,0.533940342,0.162261136,2896,684.3,1632.02857,451.12627,2,106.7,147.8,63.7,34.9,2633.9,10.6,207.5,0.35,6.48,2.25,0.39,11.88,0.05,7.16,1.52,1.41,1.23,2.67,0.61,14.44,2.07,0,6.71,8.27,2.87,0.25,453.9,16.53,18.85034686,0.271741,40.77881686
10371,EAST,1,29,61,9,3,527,402,VOL,0,2001,16,2,750,108,41.229,21.235,0.515050086,32003,7273,2637.6,2033,629.6,51521,0.621164185,0.051194658,55.7,16.93,38.45,28014,8454,6977,1870,564,52893,0.529635301,0.131907814,1314,287.3,1312.35129,340.30474,2,0,155.9,122.2,28.5,1735.2,15.2,123.4,0,6.77,4.02,0.3,7.82,0.07,4.78,1,0.75,0.66,1.66,0.63,10.23,3.44,0,7.75,9.56,4.1,0.34,430,16.21,12.7,0.218285,30.22697893
10372,EAST,1,28,61,15,2,88,430,HTWD,0,2000,17,2,740,112,52.275,15.485,0.296221903,22474,5927,3711.2,2818.4,710,49027,0.458400473,0.075697065,56.34,19.67,36.35,29452,6418,8880,2473,633,56127,0.524738539,0.158212625,1785,511.9,1490.10667,422.05333,2,107.6,246.1,66.8,42.8,1695.1,11.9,247.1,0.35,10.01,2.34,0.49,7.63,0.05,9.01,1.06,2.31,1.11,2.08,1.01,4.44,4.52,0.02,10.25,21.86,2.95,0.44,602.8,22.29,9.15474454,0.180526,-11.45386056
10373,EAST,1,26,61,15,2,235,402,HTWD,0,2003,14,2,600,62,18.79474245,15.043,0.800383407,31761,9878,3255.6,2630.3,744,59836,0.530800856,0.054408717,55.51,16.91,38.3,17282,6726,6495,1254,404,36816,0.469415472,0.176417862,1620,400.2,854.64634,256.95691,2,0,119.1,60.6,64.2,2444.5,0,262.9,0,5.97,2.3,0.74,11.01,0,9.46,1.54,1.05,1.99,5.79,1.06,8.46,10.43,0,21.38,14.29,11.99,0.48,506.8,18.95,15.3,0.198323,-32.58430595
10374,EAST,1,26,63,15,2,173,430,VOL,0,2001,16,2,740,86,26.394,17.263,0.654050163,29277,5618,3157.9,2900.4,746.2,53083,0.551532506,0.059489856,55.99,21.51,34.21,25874,6258,10370,1900,572,51448,0.502915565,0.201562743,1782,447.9,1380.42511,390.91872,2,0,617.7,159.5,127.5,2693.9,0,458.7,0,23.71,5.24,1.58,12.14,0,16.05,1.62,2.18,2.16,10.25,0.83,13.16,3.78,0.11,9.28,28.87,5.01,0.42,1363.4,47,25.6,0.244317,17.11103308
10375,EAST,1,25,64,15,2,204,368,VOL,0,2001,16,2,790,120,73.93604449,24.087,0.325781561,25819,7443,2718.5,2214.3,579,46177,0.559131169,0.0588713,54.72,21.34,33.24,16403,5754,5601,1266,373,33346,0.491903077,0.167966173,1237,341.8,816.24414,227.23198,2,206.6,283.1,470.5,32.7,3014.5,0,300.4,0.7,12.05,14.76,0.32,13.58,0,10.53,2.01,2.74,1.34,5.39,0.66,6.99,2.95,0,9.3,23.01,4.86,0.24,1086.7,37.9,15.80199296,0.239914,24.62767243
10376,EAST,1,24,63,15,6,214,430,VOL,0,2002,15,2,940,143,55.86186352,25.683,0.459759098,39174,8116,3051.1,2593.9,789.6,64001,0.612084186,0.047672693,57.83,16.99,40.58,23152,5409,7431,1053,441,42490,0.544881149,0.174888209,1804,375.8,1098.64706,238.95294,2,0,90.3,122.1,33.8,1954.6,52.5,236.4,0,4.79,4.12,0.35,8.8,0.23,8.25,0.8,1.23,0.72,5.21,1.15,18.56,5.36,0,9.85,8.51,4.66,0.17,482.6,17.68,25,0.194284,47.27407321
10377,EAST,1,21,61,15,6,344,164,VOL,0,2002,15,3,690,87,31.631,18.923,0.598242231,23898,5931,2155.3,2591.8,753,43613,0.547955885,0.049418751,52.99,18.35,34.4,21668,6041,4449,1747,479,39389,0.550102821,0.112950316,1474,357.4,1065.00562,267.87631,3,0,53.7,57.3,17,1120.1,16.6,53.2,0,2.6,2.16,0.13,5.02,0.07,1.88,0.47,0.84,0.57,2.57,0.64,5.45,1.09,0,2.62,1.61,0.66,0.13,181.2,6.9,8.9,0.240593,7.411949181
10378,EAST,1,21,62,15,6,221,430,VOL,0,2000,17,2,820,118,56.96345213,17.225,0.30238687,37219,9857,2659.7,2221.7,755.2,59746,0.622953838,0.044516788,50.83,21.6,28.98,15300,4458,4882,592,421,29552,0.517731456,0.165200325,1424,296.2,709.7129,165.59968,2,148.7,365.2,42.9,36.4,3393.3,11.4,509.6,0.53,14.13,1.57,0.42,15.32,0.05,17.86,1.9,2.22,1.93,5.58,0.97,14.83,4.97,0,11.92,28.11,3.68,0.32,954.1,34.3,23.12657763,0.0659482,34.5746888
10379,EAST,1,21,64,15,6,336,20,HTWD,0,2000,17,2,850,149,71.279,18.971,0.266151321,21254,6242,2308.3,1754.3,495.6,37388,0.568471167,0.061739061,56.9,20.29,36.02,18961,5479,3688,1258,389,33705,0.562557484,0.109419967,1032,219.5,836.7069,195.67241,2,0,490.8,165.7,38.9,3567.3,0,568.6,0,19.54,5.53,0.4,16.08,0,20.94,2.15,1.97,0.99,7.02,0.81,9.82,3.3,0,11.29,39.51,3.15,0.62,1264,47.03,18.8,0.389125,9.885810525
10380,EAST,1,18,62,20,3,430,392,VOL,0,2000,17,2,710,115,39.954,17.215,0.430870501,44235,9956,2981.7,3242.9,840.7,68250,0.648131868,0.043687912,55.37,20.2,34.92,33057,5479,6569,2781,710,57346,0.576448227,0.114550274,1780,327.4,1656.91531,396.92378,2,0,44.1,45.7,32.3,2479.6,12.2,139.1,0,2.71,1.7,0.36,11.18,0.05,5.46,1.12,0.94,0.72,2.9,0.52,11.28,3.06,0,10.5,6.55,3.66,0.27,261.2,10.5,15.1,0.314968,-0.012930832
10381,EAST,1,18,63,20,3,779,430,VOL,0,2001,16,2,810,128,51.668,18.125,0.350797399,42800,12325,2828.8,3806,1012.8,75552,0.566497247,0.037441762,54.35,19.4,34.65,34289,8165,8003,2623,925,63685,0.538415639,0.125665384,2201,489.4,1788.85,425.32869,2,64.3,176,236.3,26.2,2363.5,30,116.2,0.18,7.51,7.48,0.27,10.65,0.13,4.26,1.18,0.88,0.45,1.06,0.92,11.89,1.85,0.09,2.84,5.2,1.15,0.28,554.7,19.8,14.08330212,0.200088,32.97537015
10382,EAST,1,16,64,20,2,94,0,VOL,0,2000,17,2,650,83,27.335,15.012,0.549186025,53344,15235,3677,3676.7,1063.4,85136,0.626573952,0.04318972,55.8,16.02,39.51,32996,6565,7727,2563,726,57818,0.570687329,0.133643502,2313,394.8,1640.20241,403.9189,2,0,237.8,120.2,30.1,3030.5,0,340.3,0,10.15,4.08,0.3,13.66,0,13.22,1.06,0.95,1.23,3.76,1,10.58,4.11,0,8.38,6.8,1.94,0.36,728.4,28.11,15.3,0.533365,7.328685068
10383,EAST,1,15,61,20,2,214,158,VOL,0,2000,17,2,900,132,54.91,28.159,0.51282098,24065,5763,2052.3,1563.9,513,38691,0.621979272,0.053043343,58.69,18.36,40.13,26104,8172,5641,1231,505,46612,0.560027461,0.121020338,1152,256.4,1091.09442,234.94535,2,0,60.1,16.8,16.9,605.6,0,63.4,0,3.05,0.75,0.13,2.7,0,2.35,0.78,1.88,1.05,4.72,0.86,6.6,2.29,0,4.8,8.92,1.84,0.24,157.2,6.52,13.2,0.230138,29.61032715
10384,EAST,1,14,61,20,2,204,87,VOL,0,2000,17,2,970,166,72.296,19.25,0.26626646,42473,11731,2959.7,2895.6,928.3,70769,0.600163914,0.041821984,54.32,15.61,38.51,19812,6437,4254,950,365,36085,0.549036996,0.117888319,1955,374.9,767.16735,161.09388,2,125.5,647,99.2,88.6,2776,32.6,629.3,0.41,24.67,3.38,1.08,12.51,0.14,21.63,1.52,2.43,4.08,12.24,1.1,18.8,4.36,0,14.84,28.38,9.12,0.39,1464.1,51.15,33.812251,0.0931179,32.77923822
10385,EAST,1,6,61,27,5,527,329,VOL,0,2002,15,2,600,97,30.49318045,17.482,0.573308515,27212,3722,3222.8,2931.7,686.7,50644,0.537319327,0.063636364,53.62,22.27,30.96,19937,5136,5127,1105,366,36306,0.549137884,0.141216328,1864,412.4,917.46087,223.82609,2,207.9,256.3,96.4,53.5,1711.3,8.6,258.2,0.77,10.08,3.16,0.65,7.71,0.04,8.87,1.73,4.36,3.07,12.74,1.33,9.88,3.02,0.63,8.76,22.53,2.75,0,664.4,22.76,27.7665573,0.399978,-3.607820243
10386,EAST,1,6,62,27,5,58,430,VOL,0,2002,15,2,670,100,37.47,14.281,0.381131572,30670,9371,3696.6,2521.7,748.5,55886,0.548795763,0.066145367,58.19,25.93,31.58,24552,4918,7430,1681,493,45378,0.541055137,0.163735731,1311,403.6,1184,312.22222,2,107.1,282.7,549.5,54.2,3431.4,0,132.3,0.33,11.66,17.04,0.62,15.47,0,5.05,2.16,2.23,1.71,4.55,0.65,12.82,3.43,0,9.03,18.15,4.03,0.44,1018.7,34.81,19.933217,0.152757,22.057107
10387,EAST,1,5,63,27,5,22,421,HTWD,0,2001,16,2,670,92,37.48412121,21.423,0.571522002,28474,5812,1908.8,2049.7,590,44470,0.640296829,0.042923319,55.19,18.58,36.07,27589,5678,5248,1766,536,47471,0.581175876,0.110551705,1386,286.4,1262.98897,284.20074,2,157.3,385.3,65.4,28.6,3016.5,12,199.1,0.52,15.53,2.44,0.28,13.59,0.05,6.71,1.71,1.8,0.97,1.12,1.13,8.41,2.55,0,6.23,5.6,0.87,0.34,678.4,25.3,11.81955878,0.202521,1.497719999
10388,EAST,1,4,61,30,4,531,426,VOL,0,2001,16,2,780,96,41.455,17.602,0.424604993,38521,8480,3042.8,3512.5,870.3,64303,0.599054476,0.047319721,54.19,19.64,34.04,24534,7375,5472,1376,463,44267,0.554227754,0.123613527,2055,506.3,1088.62369,248.0784,2,116.6,440.8,121.3,42.1,3725,24,329.1,0.39,17.09,4.01,0.48,16.81,0.1,11.76,1.9,1.31,1.28,3.16,1.3,5.62,5.58,0,12.15,23.72,3.86,0.63,933.3,33.97,10.48609657,0.173133,21.72262028
